Location,School Management,School Category,Academic Qualification,Professional Qualification,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Female,Male,Total,Female,Male,Female,Male,Total
All India,Government Aided,UPS (I-VIII),Graduate,None,3,0,4,0,7,0,7,92,94,53,50,149,144,293,133,206,0,0,186,256,372,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Graduate,Others,156,0,4,2,160,2,162,226,155,89,105,319,262,581,248,232,0,0,337,337,674,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Graduate,Pursuing any relevant professional course,3,0,1,3,4,3,7,18,37,10,33,29,73,102,12,65,0,0,22,98,44,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Graduate,,19,1,2,1,21,2,23,174,83,61,51,237,135,372,79,71,0,0,140,122,280,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),15,0,2,2,17,2,19,842,292,76,100,920,394,1314,314,233,0,0,390,333,780,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Higher secondary,B.Ed. or equivalent,6,0,1,1,7,1,8,244,123,376,342,621,466,1087,512,319,0,0,888,661,1776,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Higher secondary,Diploma/degree in special education,1,1,10,9,11,10,21,144,257,62,75,216,341,557,66,109,0,0,128,184,256,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,496,10,11,4,507,14,521,10967,6594,2483,3575,13461,10173,23634,2432,2894,0,0,4915,6469,9830,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Higher secondary,M.Ed. or equivalent,1,0,0,0,1,0,1,10,4,6,5,16,9,25,14,10,0,0,20,15,40,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Higher secondary,None,2,0,4,1,6,1,7,75,68,23,24,102,93,195,70,113,0,0,93,137,186,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Higher secondary,Others,451,3,11,2,462,5,467,244,193,117,132,372,327,699,308,230,0,0,425,362,850,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Higher secondary,Pursuing any relevant professional course,5,0,2,1,7,1,8,8,13,19,30,29,44,73,18,29,0,0,37,59,74,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Higher secondary,,51,0,1,0,52,0,52,210,139,36,52,247,191,438,59,52,0,0,95,104,190,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),M.Phil,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),M.Phil,B.Ed. or equivalent,0,1,0,0,0,1,1,27,5,21,6,48,11,59,169,119,0,0,190,125,380,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),M.Phil,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),M.Phil,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,12,4,1,1,13,5,18,5,5,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,5,1,2,1,7,2,9,32,30,0,0,34,31,68,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),M.Phil,None,0,0,0,0,0,0,0,1,0,1,1,2,1,3,1,6,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),M.Phil,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Ph.D,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,1,0,1,0,2,2,5,0,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,3,1,3,2,5,18,11,0,0,21,12,42,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Ph.D,Diploma/degree in special education,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Ph.D,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,4,2,2,0,6,2,8,1,6,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Ph.D,M.Ed. or equivalent,0,0,1,1,1,1,2,1,1,0,4,2,6,8,4,2,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Ph.D,None,0,0,0,0,0,0,0,0,2,0,2,0,4,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Ph.D,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post Doctoral,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post Doctoral,B.Ed. or equivalent,0,0,0,0,0,0,0,3,0,1,1,4,1,5,3,2,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post Doctoral,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,4,1,1,1,5,2,7,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post Doctoral,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post Doctoral,Others,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post Doctoral,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,69,21,27,35,96,56,152,129,71,0,0,156,106,312,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post graduate,B.Ed. or equivalent,9,0,6,2,15,2,17,1724,516,668,452,2398,970,3368,4021,2193,0,0,4689,2645,9378,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post graduate,Diploma/degree in special education,2,1,4,3,6,4,10,62,36,39,20,105,59,164,35,33,0,0,74,53,148,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,17,0,9,4,26,4,30,1333,606,335,391,1677,1001,2678,490,507,0,0,825,898,1650,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post graduate,M.Ed. or equivalent,0,0,2,0,2,0,2,64,30,45,47,111,77,188,346,235,0,0,391,282,782,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post graduate,None,1,0,0,1,1,1,2,27,31,19,34,46,66,112,43,109,0,0,62,143,124,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post graduate,Others,9,1,3,0,12,1,13,27,33,25,47,55,80,135,104,111,0,0,129,158,258,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,1,8,0,8,1,16,17,3,29,0,0,3,37,6,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),Post graduate,,1,0,3,0,4,0,4,26,12,17,27,46,39,85,18,28,0,0,35,55,70,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),,Bachelor of Elementary Education (B.El.Ed.),4,0,0,0,4,0,4,247,117,27,28,274,145,419,164,128,0,0,191,156,382,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),,B.Ed. or equivalent,1,0,0,0,1,0,1,82,55,114,117,196,172,368,90,80,0,0,204,197,408,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),,Diploma/degree in special education,1,0,0,0,1,0,1,33,40,17,25,50,65,115,21,45,0,0,38,70,76,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),,Diploma or certificate in basic teachers training of a duration not less than two years,133,0,7,1,140,1,141,2838,1917,704,661,3549,2579,6128,790,822,0,0,1494,1483,2988,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),,M.Ed. or equivalent,0,0,0,0,0,0,0,0,4,1,2,1,6,7,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),,None,2,0,2,0,4,0,4,12,20,3,9,17,29,46,33,64,0,0,36,73,72,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),,Others,133,0,5,0,138,0,138,147,128,30,44,182,172,354,178,147,0,0,208,191,416,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),,Pursuing any relevant professional course,6,0,1,2,7,2,9,7,10,6,6,14,18,32,14,22,0,0,20,28,40,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (I-VIII),,,12,0,0,0,12,0,12,33,19,7,12,40,31,71,12,6,0,0,19,18,38,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Below Secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Below Secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,10,18,20,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Below Secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,0,0,24,31,48,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Below Secondary,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Below Secondary,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,0,0,11,41,22,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Below Secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,3,16,6,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Below Secondary,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,403,0,0,265,403,530,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2825,5137,0,0,2825,5137,5650,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,118,0,0,58,118,116,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,3634,0,0,1827,3634,3654,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,60,0,0,37,60,74,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,2736,0,0,1017,2736,2034,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,558,0,0,295,558,590,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,233,0,0,88,233,176,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,956,0,0,492,956,984,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Higher secondary,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,204,0,0,228,204,456,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,141,0,0,98,141,196,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Higher secondary,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,77,0,0,24,77,48,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Higher secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,2661,0,0,1451,2661,2902,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Higher secondary,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Higher secondary,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,3245,0,0,1197,3245,2394,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Higher secondary,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,465,0,0,245,465,490,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Higher secondary,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,300,0,0,91,300,182,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Higher secondary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,529,0,0,243,529,486,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),M.Phil,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,0,22,23,44,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),M.Phil,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),M.Phil,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),M.Phil,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),M.Phil,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),M.Phil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Ph.D,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,42,0,0,26,42,52,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Ph.D,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Ph.D,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,4,11,8,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Ph.D,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Ph.D,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post Doctoral,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post Doctoral,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post Doctoral,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,152,0,0,107,152,214,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341,4389,0,0,2341,4389,4682,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post graduate,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,7,14,14,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,356,0,0,241,356,482,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,132,0,0,88,132,176,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post graduate,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,217,0,0,96,217,192,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,139,0,0,70,139,140,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post graduate,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,11,9,22,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),Post graduate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,0,0,43,46,86,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,61,0,0,78,61,156,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,61,0,0,33,61,66,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),,Diploma/degree in special education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,9,12,18,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,328,0,0,400,328,800,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,423,0,0,183,423,366,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,167,0,0,102,167,204,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),,Pursuing any relevant professional course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,8,21,16,0,0,0,0,0,0,0,0,0,0,0,0
All India,Government Aided,UPS (VI-VIII),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,0,0,25,28,50,0,0,0,0,0,0,0,0,0,0,0,0
All India,Jawahar Navodaya Vidyalaya,HSS (I-XII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,6,1,6,7,1,0,4,2,6,8,12,1,0,0,1,5,3,8,0,1,0,2,2
All India,Jawahar Navodaya Vidyalaya,HSS (I-XII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Jawahar Navodaya Vidyalaya,HSS (I-XII),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,2,1,0,2,3,5,0,1,1,1,2
All India,Jawahar Navodaya Vidyalaya,HSS (I-XII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
All India,Jawahar Navodaya Vidyalaya,HSS (I-XII),Ph.D,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,1,0,1
All India,Jawahar Navodaya Vidyalaya,HSS (I-XII),Post graduate,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All India,Jawahar Navodaya Vidyalaya,HSS (I-XII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,3,3,1,4,6,8,2,2,6,10,11,13,24,3,3,9,13,22
All India,Jawahar Navodaya Vidyalaya,HSS (I-XII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,0,1,2,1,3,0,0,0,1,1
All India,Jawahar Navodaya Vidyalaya,HSS (I-XII),Post graduate,Others,0,0,0,0,0,0,0,0,0,3,1,3,1,4,0,0,0,0,3,1,6,0,2,0,0,0,2,2,1,0,1,0,1
All India,Jawahar Navodaya Vidyalaya,HSS (IX-XII),Graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,4,7,6,3,8,4,12
All India,Jawahar Navodaya Vidyalaya,HSS (IX-XII),Graduate,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Jawahar Navodaya Vidyalaya,HSS (IX-XII),Graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
All India,Jawahar Navodaya Vidyalaya,HSS (IX-XII),Graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
All India,Jawahar Navodaya Vidyalaya,HSS (IX-XII),Higher secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
All India,Jawahar Navodaya Vidyalaya,HSS (IX-XII),M.Phil,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
All India,Jawahar Navodaya Vidyalaya,HSS (IX-XII),Ph.D,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
All India,Jawahar Navodaya Vidyalaya,HSS (IX-XII),Post graduate,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,2,3,8,15,23,5,11,7,14,21
All India,Jawahar Navodaya Vidyalaya,HSS (IX-XII),Post graduate,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,5,0,0,1,2,3
All India,Jawahar Navodaya Vidyalaya,HSS (IX-XII),Post graduate,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,1,1,1,2
All India,Jawahar Navodaya Vidyalaya,HSS (IX-XII),,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
All India,Jawahar Navodaya Vidyalaya,HSS (VI-XII),Below Secondary,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,4,4,0,0,0,0,0
All India,Jawahar Navodaya Vidyalaya,HSS (VI-XII),Below Secondary,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
